title,url,category,instructor,platform,search_corpus
Advanced Driver Assistance Systems (ADAS),https://www.udemy.com/course/advanced-driver-assistance-systems,Teaching & Academics,Suchit Kr,Udemy,"advanced driver assistance systems (adas) teaching & academics 20+ adas systems with examples, adas to autonomous driving, adas sensors - radar, camera, lidar ultrasonic, adas testing"
"Electricity & electronics - Robotics, learn by building",https://www.udemy.com/course/analog-electronics-robotics-learn-by-building,Teaching & Academics,Ian Juby,Udemy,"electricity & electronics - robotics, learn by building teaching & academics over 31,000 enrolled! open career opportunities and have fun learning electronics focused on building robots/automation!"
English Grammar Launch Advanced: Upgrade your speaking,https://www.udemy.com/course/english-grammar-launch-advanced,Teaching & Academics,Anthony Kelleher • 1 Million+ Students Worldwide,Udemy,"english grammar launch advanced: upgrade your speaking teaching & academics learn english grammar, speaking and listening skills and become more fluent learning from a native english teacher"
360 useful English phrases for business meetings,https://www.udemy.com/course/360-english-phrases-for-meetings,Teaching & Academics,9 to 12,Udemy,360 useful english phrases for business meetings teaching & academics learn more than 360 phrases you can use in more than 50 different situation in business meeting and everyday situations.
Electric Vehicle Technology - A Beginner's Course,https://www.udemy.com/course/electric-and-hybrid-vehicle-engineering,Teaching & Academics,Er. Prasanthkumar Palani,Udemy,electric vehicle technology - a beginner's course teaching & academics electric vehicle tech & components | motors | battery management system | charging technology | electric vehicle testing
"Confidence On Camera: Make Amazing Videos, Easily.",https://www.udemy.com/course/be-comfortable-and-confident-on-camera,Teaching & Academics,Alexa Fischer,Udemy,"confidence on camera: make amazing videos, easily. teaching & academics learn how to put yourself in front of the lens to connect with your audience and build a tribe of fans."
English for Job Interviews: Speak with Confidence,https://www.udemy.com/course/job-interview-english,Teaching & Academics,Terry Mc Gonigle,Udemy,english for job interviews: speak with confidence teaching & academics be ready for any question: it-specific job interview english skills
Perfect English Pronunciation: British English,https://www.udemy.com/course/perfect-pronunciation-british-english,Teaching & Academics,Anthony Kelleher • 1 Million+ Students Worldwide,Udemy,perfect english pronunciation: british english teaching & academics learn english pronunciation from a native british speaker to take your accent to the next level
English Speaking Complete: English Language Mastery,https://www.udemy.com/course/english-speaking-complete,Teaching & Academics,David Morris,Udemy,"english speaking complete: english language mastery teaching & academics complete english language fluency: master speaking, grammar, vocabulary, writing and more [beginner to advanced]"
Basics of Sustainability: Learn in Simple Language,https://www.udemy.com/course/learn-the-basics-of-sustainability,Teaching & Academics,Dhananjay Kulkarni,Udemy,"basics of sustainability: learn in simple language teaching & academics sustainability is not just good to know, it's a must to know in this 21st century."
Essential Business English,https://www.udemy.com/course/essential-business-english,Teaching & Academics,Jeffrey Hill,Udemy,essential business english teaching & academics learn the english you need to communicate effectively in everyday professional situations
Complete English Course: Master English Beginner to Advanced,https://www.udemy.com/course/complete-english-course-master-native-english-for-beginners,Teaching & Academics,Linguae Learning,Udemy,complete english course: master english beginner to advanced teaching & academics learn how to have a natural conversation fast from a native english speaker!
Online Japanese Beginner Course (All 12 lessons）,https://www.udemy.com/course/online-japanese-beginner-course,Teaching & Academics,Attain Online Japanese Language School,Udemy,online japanese beginner course (all 12 lessons） teaching & academics [日本語ひらがな・カタカナ・会話]elementary japanese for non-japanese beginner course hiragana + katakana + conversation (all 12 lesson)
Critical Thinker Academy: Learn to Think Like a Philosopher,https://www.udemy.com/course/critical-thinker-academy,Personal Development,Kevin deLaplante,Udemy,"critical thinker academy: learn to think like a philosopher personal development how to improve your grades, advance in your job and expand your mind -- by learning how to think for yourself!"
Data Center Essentials: General Introduction,https://www.udemy.com/course/data-center-essentials,IT & Software,John Peterson,Udemy,"data center essentials: general introduction it & software where the cloud, ai, and the internet lives"
IELTS Preparation Masterclass: A Complete Guide to the IELTS,https://www.udemy.com/course/ielts-preparation-course,Teaching & Academics,Charles Cornelius,Udemy,ielts preparation masterclass: a complete guide to the ielts teaching & academics get all the essential information about the ielts and the most effective preparation tips from an ex-ielts examiner
Advanced Driver Assistance Systems (ADAS),https://www.udemy.com/course/advanced-driver-assistance-systems,Teaching & Academics,Suchit Kr,Udemy,"advanced driver assistance systems (adas) teaching & academics 20+ adas systems with examples, adas to autonomous driving, adas sensors - radar, camera, lidar ultrasonic, adas testing"
"Electricity & electronics - Robotics, learn by building",https://www.udemy.com/course/analog-electronics-robotics-learn-by-building,Teaching & Academics,Ian Juby,Udemy,"electricity & electronics - robotics, learn by building teaching & academics over 31,000 enrolled! open career opportunities and have fun learning electronics focused on building robots/automation!"
English Grammar Launch Advanced: Upgrade your speaking,https://www.udemy.com/course/english-grammar-launch-advanced,Teaching & Academics,Anthony Kelleher • 1 Million+ Students Worldwide,Udemy,"english grammar launch advanced: upgrade your speaking teaching & academics learn english grammar, speaking and listening skills and become more fluent learning from a native english teacher"
